Rowid_;FID;FREQUENCY;CUMUN;NMUN;N_SECCIONES
;0;1;40223;Vegas de Matute;1
;0;1;40224;Ventosilla y Tejadilla;1
;0;1;40225;Villacastín;1
;0;1;40228;Villaverde de Íscar;1
;0;1;40229;Villaverde de Montejo;1
;0;1;40230;Villeguillo;1
;0;1;40231;Yanguas de Eresma;1
;0;1;40233;Zarzuela del Monte;1
;0;1;40234;Zarzuela del Pinar;1
;0;1;40901;Ortigosa del Monte;1
;0;1;40902;Cozuelos de Fuentidueña;1
;0;1;40903;Marazoleja;1
;0;1;40904;Navas de Riofrío;1
;0;1;40905;Cuevas de Provanco;1
;0;2;40906;San Cristóbal de Segovia;2
;0;2;41001;Aguadulce;2
;0;2;41002;Alanís;2
;0;2;41003;Albaida del Aljarafe;2
;0;48;41004;Alcalá de Guadaíra;48
;0;7;41005;Alcalá del Río;7
;0;3;41006;Alcolea del Río;3
;0;10;41007;Algaba, La;10
;0;1;41008;Algámitas;1
;0;2;41009;Almadén de la Plata;2
;0;3;41010;Almensilla;3
;0;12;41011;Arahal;12
;0;3;41012;Aznalcázar;3
;0;4;41013;Aznalcóllar;4
;0;2;41014;Badolatosa;2
;0;5;41015;Benacazón;5
;0;6;41016;Bollullos de la Mitación;6
;0;13;41017;Bormujos;13
;0;8;41018;Brenes;8
;0;4;41019;Burguillos;4
;0;10;41020;Cabezas de San Juan, Las;10
;0;18;41021;Camas;18
;0;4;41022;Campana, La;4
;0;7;41023;Cantillana;7
;0;21;41024;Carmona;21
;0;2;41025;Carrión de los Céspedes;2
;0;4;41026;Casariche;4
;0;3;41027;Castilblanco de los Arroyos;3
;0;2;41028;Castilleja de Guzmán;2
;0;12;41029;Castilleja de la Cuesta;12
;0;1;41030;Castilleja del Campo;1
;0;1;41031;Castillo de las Guardas, El;1
;0;4;41032;Cazalla de la Sierra;4
;0;5;41033;Constantina;5
;0;18;41034;Coria del Río;18
;0;1;41035;Coripe;1
;0;5;41036;Coronil, El;5
;0;2;41037;Corrales, Los;2
;0;83;41038;Dos Hermanas;83
;0;30;41039;Écija;30
;0;9;41040;Espartinas;9
;0;8;41041;Estepa;8
;0;5;41042;Fuentes de Andalucía;5
;0;1;41043;Garrobo, El;1
;0;7;41044;Gelves;7
;0;5;41045;Gerena;5
;0;2;41046;Gilena;2
;0;7;41047;Gines;7
;0;3;41048;Guadalcanal;3
;0;7;41049;Guillena;7
;0;5;41050;Herrera;5
;0;2;41051;Huévar del Aljarafe;2
;0;2;41052;Lantejuela;2
;0;18;41053;Lebrija;18
;0;1;41054;Lora de Estepa;1
;0;17;41055;Lora del Río;17
;0;3;41056;Luisiana, La;3
;0;1;41057;Madroño, El;1
;0;16;41058;Mairena del Alcor;16
;0;28;41059;Mairena del Aljarafe;28
;0;12;41060;Marchena;12
;0;2;41061;Marinaleda;2
;0;2;41062;Martín de la Jara;2
;0;2;41063;Molares, Los;2
;0;6;41064;Montellano;6
;0;21;41065;Morón de la Frontera;21
;0;2;41066;Navas de la Concepción, Las;2
;0;5;41067;Olivares;5
;0;13;41068;Osuna;13
;0;24;41069;Palacios y Villafranca, Los;24
;0;5;41070;Palomares del Río;5
;0;6;41071;Paradas;6
;0;3;41072;Pedrera;3
;0;2;41073;Pedroso, El;2
;0;2;41074;Peñaflor;2
;0;9;41075;Pilas;9
;0;2;41076;Pruna;2
;0;8;41077;Puebla de Cazalla, La;8
;0;3;41078;Puebla de los Infantes, La;3
;0;7;41079;Puebla del Río, La;7
;0;1;41080;Real de la Jara, El;1
;0;24;41081;Rinconada, La;24
;0;3;41082;Roda de Andalucía, La;3
;0;1;41083;Ronquillo, El;1
;0;2;41084;Rubio, El;2
;0;3;41085;Salteras;3
;0;16;41086;San Juan de Aznalfarache;16
;0;9;41087;Sanlúcar la Mayor;9
;0;1;41088;San Nicolás del Puerto;1
;0;5;41089;Santiponce;5
;0;4;41090;Saucejo, El;4
;0;531;41091;Sevilla;531
;0;7;41092;Tocina;7
;0;14;41093;Tomares;14
;0;6;41094;Umbrete;6
;0;36;41095;Utrera;36
;0;5;41096;Valencina de la Concepción;5
;0;2;41097;Villamanrique de la Condesa;2
;0;4;41098;Villanueva del Ariscal;4
;0;4;41099;Villanueva del Río y Minas;4
;0;1;41100;Villanueva de San Juan;1
;0;5;41101;Villaverde del Río;5
;0;12;41102;Viso del Alcor, El;12
;0;3;41901;Cañada Rosal;3
;0;4;41902;Isla Mayor;4
;0;5;41903;Cuervo de Sevilla, El;5
;0;1;42001;Abejar;1
;0;1;42003;Adradas;1
;0;2;42004;Ágreda;2
;0;1;42006;Alconaba;1
;0;1;42007;Alcubilla de Avellaneda;1
;0;1;42008;Alcubilla de las Peñas;1
;0;1;42009;Aldealafuente;1
;0;1;42010;Aldealices;1
;0;1;42011;Aldealpozo;1
;0;1;42012;Aldealseñor;1
;0;1;42013;Aldehuela de Periáñez;1
;0;1;42014;Aldehuelas, Las;1
;0;1;42015;Alentisque;1
;0;1;42016;Aliud;1
;0;1;42017;Almajano;1
;0;1;42018;Almaluez;1
;0;1;42019;Almarza;1
;0;3;42020;Almazán;3
;0;1;42021;Almazul;1
;0;1;42022;Almenar de Soria;1
;0;1;42023;Alpanseque;1
;0;1;42024;Arancón;1
;0;2;42025;Arcos de Jalón;2
;0;1;42026;Arenillas;1
;0;1;42027;Arévalo de la Sierra;1
;0;1;42028;Ausejo de la Sierra;1
;0;1;42029;Baraona;1
;0;1;42030;Barca;1
;0;1;42031;Barcones;1
;0;1;42032;Bayubas de Abajo;1
;0;1;42033;Bayubas de Arriba;1
;0;1;42034;Beratón;1
;0;1;42035;Berlanga de Duero;1
;0;1;42036;Blacos;1
;0;1;42037;Bliecos;1
;0;1;42038;Borjabad;1
;0;1;42039;Borobia;1
;0;1;42041;Buberos;1
;0;1;42042;Buitrago;1
;0;3;42043;Burgo de Osma-Ciudad de Osma;3
;0;1;42044;Cabrejas del Campo;1
;0;1;42045;Cabrejas del Pinar;1
;0;1;42046;Calatañazor;1
;0;1;42048;Caltojar;1
;0;1;42049;Candilichera;1
;0;1;42050;Cañamaque;1
;0;1;42051;Carabantes;1
;0;1;42052;Caracena;1
;0;1;42053;Carrascosa de Abajo;1
;0;1;42054;Carrascosa de la Sierra;1
;0;1;42055;Casarejos;1
;0;1;42056;Castilfrío de la Sierra;1
;0;1;42057;Castilruiz;1
;0;1;42058;Castillejo de Robledo;1
;0;1;42059;Centenera de Andaluz;1
;0;1;42060;Cerbón;1
;0;1;42061;Cidones;1
;0;1;42062;Cigudosa;1
;0;1;42063;Cihuela;1
;0;1;42064;Ciria;1
;0;1;42065;Cirujales del Río;1
;0;1;42068;Coscurita;1
;0;1;42069;Covaleda;1
;0;1;42070;Cubilla;1
;0;1;42071;Cubo de la Solana;1
;0;1;42073;Cueva de Ágreda;1
;0;1;42075;Dévanos;1
;0;1;42076;Deza;1
;0;1;42078;Duruelo de la Sierra;1
;0;1;42079;Escobosa de Almazán;1
;0;1;42080;Espeja de San Marcelino;1
;0;1;42081;Espejón;1
;0;1;42082;Estepa de San Juan;1
;0;1;42083;Frechilla de Almazán;1
;0;1;42084;Fresno de Caracena;1
;0;1;42085;Fuentearmegil;1
;0;1;42086;Fuentecambrón;1
;0;1;42087;Fuentecantos;1
;0;1;42088;Fuentelmonge;1
;0;1;42089;Fuentelsaz de Soria;1
;0;1;42090;Fuentepinilla;1
;0;1;42092;Fuentes de Magaña;1
;0;1;42093;Fuentestrún;1
;0;1;42094;Garray;1
;0;1;42095;Golmayo;1
;0;1;42096;Gómara;1
;0;1;42097;Gormaz;1
;0;1;42098;Herrera de Soria;1
;0;1;42100;Hinojosa del Campo;1
;0;1;42103;Langa de Duero;1
;0;1;42105;Liceras;1
;0;1;42106;Losilla, La;1
;0;1;42107;Magaña;1
;0;1;42108;Maján;1
;0;1;42110;Matalebreras;1
;0;1;42111;Matamala de Almazán;1
;0;1;42113;Medinaceli;1
;0;1;42115;Miño de Medinaceli;1
;0;1;42116;Miño de San Esteban;1
;0;1;42117;Molinos de Duero;1
;0;1;42118;Momblona;1
;0;1;42119;Monteagudo de las Vicarías;1
;0;1;42120;Montejo de Tiermes;1
;0;1;42121;Montenegro de Cameros;1
;0;1;42123;Morón de Almazán;1
;0;1;42124;Muriel de la Fuente;1
;0;1;42125;Muriel Viejo;1
;0;1;42127;Nafría de Ucero;1
;0;1;42128;Narros;1
;0;1;42129;Navaleno;1
;0;1;42130;Nepas;1
;0;1;42131;Nolay;1
;0;1;42132;Noviercas;1
;0;2;42134;Ólvega;2
;0;1;42135;Oncala;1
;0;1;42139;Pinilla del Campo;1
;0;1;42140;Portillo de Soria;1
;0;1;42141;Póveda de Soria, La;1
;0;1;42142;Pozalmuro;1
;0;1;42144;Quintana Redonda;1
;0;1;42145;Quintanas de Gormaz;1
;0;1;42148;Quiñonería;1
;0;1;42149;Rábanos, Los;1
;0;1;42151;Rebollar;1
;0;1;42152;Recuerda;1
;0;1;42153;Rello;1
;0;1;42154;Renieblas;1
;0;1;42155;Retortillo de Soria;1
;0;1;42156;Reznos;1
;0;1;42157;Riba de Escalote, La;1
;0;1;42158;Rioseco de Soria;1
;0;1;42159;Rollamienta;1
;0;1;42160;Royo, El;1
;0;1;42161;Salduero;1
;0;3;42162;San Esteban de Gormaz;3
;0;1;42163;San Felices;1
;0;1;42164;San Leonardo de Yagüe;1
;0;1;42165;San Pedro Manrique;1
;0;1;42166;Santa Cruz de Yanguas;1
;0;1;42167;Santa María de Huerta;1
;0;1;42168;Santa María de las Hoyas;1
;0;1;42171;Serón de Nágima;1
;0;1;42172;Soliedra;1
;0;25;42173;Soria;25
;0;1;42174;Sotillo del Rincón;1
;0;1;42175;Suellacabras;1
;0;1;42176;Tajahuerce;1
;0;1;42177;Tajueco;1
;0;1;42178;Talveila;1
;0;1;42181;Tardelcuende;1
;0;1;42182;Taroda;1
;0;1;42183;Tejado;1
;0;1;42184;Torlengua;1
;0;1;42185;Torreblacos;1
;0;1;42187;Torrubia de Soria;1
;0;1;42188;Trévago;1
;0;1;42189;Ucero;1
;0;1;42190;Vadillo;1
;0;1;42191;Valdeavellano de Tera;1
;0;1;42192;Valdegeña;1
;0;1;42193;Valdelagua del Cerro;1
;0;1;42194;Valdemaluque;1
;0;1;42195;Valdenebro;1
;0;1;42196;Valdeprado;1
;0;1;42197;Valderrodilla;1
;0;1;42198;Valtajeros;1
;0;1;42200;Velamazán;1
;0;1;42201;Velilla de la Sierra;1
;0;1;42202;Velilla de los Ajos;1
;0;1;42204;Viana de Duero;1
;0;1;42205;Villaciervos;1
;0;1;42206;Villanueva de Gormaz;1
;0;1;42207;Villar del Ala;1
;0;1;42208;Villar del Campo;1
;0;1;42209;Villar del Río;1
;0;1;42211;Villares de Soria, Los;1
;0;1;42212;Villasayas;1
;0;1;42213;Villaseca de Arciel;1
;0;1;42215;Vinuesa;1
;0;1;42216;Vizmanos;1
;0;1;42217;Vozmediano;1
;0;1;42218;Yanguas;1
;0;1;42219;Yelo;1
;0;1;43001;Aiguamúrcia;1
;0;1;43002;Albinyana;1
;0;1;43003;Albiol, L';1
;0;6;43004;Alcanar;6
;0;2;43005;Alcover;2
;0;1;43006;Aldover;1
;0;1;43007;Aleixar, L';1
;0;1;43008;Alfara de Carles;1
;0;1;43009;Alforja;1
;0;1;43010;Alió;1
;0;1;43011;Almoster;1
;0;3;43012;Altafulla;3
;0;3;43013;Ametlla de Mar, L';3
;0;12;43014;Amposta;12
;0;1;43015;Arbolí;1
;0;2;43016;Arboç, L';2
;0;1;43017;Argentera, L';1
;0;1;43018;Arnes;1
;0;1;43019;Ascó;1
;0;2;43020;Banyeres del Penedès;2
;0;1;43021;Barberà de la Conca;1
;0;2;43022;Batea;2
;0;1;43023;Bellmunt del Priorat;1
;0;1;43024;Bellvei;1
;0;1;43025;Benifallet;1
;0;1;43026;Benissanet;1
;0;1;43027;Bisbal de Falset, La;1
;0;2;43028;Bisbal del Penedès, La;2
;0;1;43029;Blancafort;1
;0;1;43030;Bonastre;1
;0;1;43031;Borges del Camp, Les;1
;0;1;43032;Bot;1
;0;1;43033;Botarell;1
;0;1;43034;Bràfim;1
;0;1;43035;Cabacés;1
;0;1;43036;Cabra del Camp;1
;0;11;43037;Calafell;11
;0;16;43038;Cambrils;16
;0;1;43039;Capafonts;1
;0;1;43040;Capçanes;1
;0;1;43041;Caseres;1
;0;2;43042;Castellvell del Camp;2
;0;2;43043;Catllar, El;2
;0;3;43044;Sénia, La;3
;0;1;43045;Colldejou;1
;0;1;43046;Conesa;1
;0;3;43047;Constantí;3
;0;1;43048;Corbera d'Ebre;1
;0;1;43049;Cornudella de Montsant;1
;0;2;43050;Creixell;2
;0;5;43051;Cunit;5
;0;1;43052;Xerta;1
;0;1;43053;Duesaigües;1
;0;2;43054;Espluga de Francolí, L';2
;0;2;43055;Falset;2
;0;1;43056;Fatarella, La;1
;0;1;43057;Febró, La;1
;0;1;43058;Figuera, La;1
;0;1;43059;Figuerola del Camp;1
;0;3;43060;Flix;3
;0;1;43061;Forès;1
;0;1;43062;Freginals;1
;0;1;43063;Galera, La;1
;0;2;43064;Gandesa;2
;0;1;43065;Garcia;1
;0;1;43066;Garidells, Els;1
;0;1;43067;Ginestar;1
;0;1;43068;Godall;1
;0;1;43069;Gratallops;1
;0;1;43070;Guiamets, Els;1
;0;1;43071;Horta de Sant Joan;1
;0;1;43072;Lloar, El;1
;0;1;43073;Llorac;1
;0;1;43074;Llorenç del Penedès;1
;0;1;43075;Margalef;1
;0;1;43076;Marçà;1
;0;1;43077;Mas de Barberans;1
;0;1;43078;Masdenverge;1
;0;1;43079;Masllorenç;1
;0;1;43080;Masó, La;1
;0;1;43081;Maspujols;1
;0;1;43082;Masroig, El;1
;0;1;43083;Milà, El;1
;0;1;43084;Miravet;1
;0;1;43085;Molar, El;1
;0;4;43086;Montblanc;4
;0;2;43088;Montbrió del Camp;2
;0;1;43089;Montferri;1
;0;1;43090;Montmell, El;1
;0;1;43091;Mont-ral;1
;0;8;43092;Mont-roig del Camp;8
;0;3;43093;Móra d'Ebre;3
;0;2;43094;Móra la Nova;2
;0;2;43095;Morell, El;2
;0;1;43096;Morera de Montsant, La;1
;0;1;43097;Nou de Gaià, La;1
;0;1;43098;Nulles;1
;0;1;43099;Palma d'Ebre, La;1
;0;3;43100;Pallaresos, Els;3
;0;1;43101;Passanant i Belltall;1
;0;1;43102;Paüls;1
;0;1;43103;Perafort;1
;0;2;43104;Perelló, El;2
;0;1;43105;Piles, Les;1
;0;1;43106;Pinell de Brai, El;1
;0;1;43107;Pira;1
;0;1;43108;Pla de Santa Maria, El;1
;0;2;43109;Pobla de Mafumet, La;2
;0;1;43110;Pobla de Massaluca, La;1
;0;2;43111;Pobla de Montornès, La;2
;0;1;43112;Poboleda;1
;0;1;43113;Pont d'Armentera, El;1
;0;1;43114;Porrera;1
;0;1;43115;Pradell de la Teixeta;1
;0;1;43116;Prades;1
;0;1;43117;Prat de Comte;1
;0;1;43118;Pratdip;1
;0;1;43119;Puigpelat;1
;0;1;43120;Querol;1
;0;1;43121;Rasquera;1
;0;1;43122;Renau;1
;0;66;43123;Reus;66
;0;1;43124;Riba, La;1
;0;1;43125;Riba-roja d'Ebre;1
;0;1;43126;Riera de Gaià, La;1
;0;1;43127;Riudecanyes;1
;0;1;43128;Riudecols;1
;0;4;43129;Riudoms;4
;0;1;43130;Rocafort de Queralt;1
;0;3;43131;Roda de Berà;3
;0;1;43132;Rodonyà;1
;0;4;43133;Roquetes;4
;0;1;43134;Rourell, El;1
;0;1;43135;Salomó;1
;0;10;43136;Sant Carles de la Ràpita;10
;0;1;43137;Sant Jaume dels Domenys;1
;0;2;43138;Santa Bàrbara;2
;0;2;43139;Santa Coloma de Queralt;2
;0;2;43140;Santa Oliva;2
;0;1;43141;Pontils;1
;0;1;43142;Sarral;1
;0;1;43143;Savallà del Comtat;1
;0;1;43144;Secuita, La;1
;0;3;43145;Selva del Camp, La;3
;0;1;43146;Senan;1
;0;1;43147;Solivella;1
;0;83;43148;Tarragona;83
;0;1;43149;Tivenys;1
;0;1;43150;Tivissa;1
;0;1;43151;Torre de Fontaubella, La;1
;0;1;43152;Torre de l'Espanyol, La;1
;0;8;43153;Torredembarra;8
;0;1;43154;Torroja del Priorat;1
;0;23;43155;Tortosa;23
;0;3;43156;Ulldecona;3
;0;1;43157;Ulldemolins;1
;0;1;43158;Vallclara;1
;0;1;43159;Vallfogona de Riucorb;1
;0;1;43160;Vallmoll;1
;0;15;43161;Valls;15
;0;4;43162;Vandellòs i l'Hospitalet de l'Infant;4
;0;21;43163;Vendrell, El;21
;0;1;43164;Vespella de Gaià;1
;0;1;43165;Vilabella;1
;0;1;43166;Vilallonga del Camp;1
;0;1;43167;Vilanova d'Escornalbou;1
;0;1;43168;Vilanova de Prades;1
;0;1;43169;Vilaplana;1
;0;1;43170;Vila-rodona;1
;0;12;43171;Vila-seca;12
;0;1;43172;Vilaverd;1
;0;1;43173;Vilella Alta, La;1
;0;1;43174;Vilella Baixa, La;1
;0;1;43175;Vilalba dels Arcs;1
;0;1;43176;Vimbodí i Poblet;1
;0;1;43177;Vinebre;1
;0;1;43178;Vinyols i els Arcs;1
;0;6;43901;Deltebre;6
;0;2;43902;Sant Jaume d'Enveja;2
;0;2;43903;Camarles;2
;0;2;43904;Aldea, L';2
;0;12;43905;Salou;12
;0;2;43906;Ampolla, L';2
;0;4;43907;Canonja, La;4
;0;1;44001;Ababuj;1
;0;1;44002;Abejuela;1
;0;1;44003;Aguatón;1
;0;1;44004;Aguaviva;1
;0;1;44005;Aguilar del Alfambra;1
;0;1;44006;Alacón;1
;0;1;44007;Alba;1
;0;3;44008;Albalate del Arzobispo;3
;0;1;44009;Albarracín;1
;0;1;44010;Albentosa;1
;0;1;44011;Alcaine;1
;0;1;44012;Alcalá de la Selva;1
;0;11;44013;Alcañiz;11
;0;2;44014;Alcorisa;2
;0;1;44016;Alfambra;1
;0;1;44017;Aliaga;1
;0;1;44018;Almohaja;1
;0;1;44019;Alobras;1
;0;1;44020;Alpeñés;1
;0;1;44021;Allepuz;1
;0;1;44022;Alloza;1
;0;1;44023;Allueva;1
;0;1;44024;Anadón;1
;0;6;44025;Andorra;6
;0;1;44026;Arcos de las Salinas;1
;0;1;44027;Arens de Lledó;1
;0;1;44028;Argente;1
;0;1;44029;Ariño;1
;0;1;44031;Azaila;1
;0;1;44032;Bádenas;1
;0;1;44033;Báguena;1
;0;1;44034;Bañón;1
;0;1;44035;Barrachina;1
;0;1;44036;Bea;1
;0;1;44037;Beceite;1
;0;1;44038;Belmonte de San José;1
;0;1;44039;Bello;1
;0;1;44040;Berge;1
;0;1;44041;Bezas;1
;0;1;44042;Blancas;1
;0;1;44043;Blesa;1
;0;1;44044;Bordón;1
;0;1;44045;Bronchales;1
;0;1;44046;Bueña;1
;0;1;44047;Burbáguena;1
;0;1;44048;Cabra de Mora;1
;0;1;44049;Calaceite;1
;0;3;44050;Calamocha;3
;0;3;44051;Calanda;3
;0;1;44052;Calomarde;1
;0;1;44053;Camañas;1
;0;1;44054;Camarena de la Sierra;1
;0;1;44055;Camarillas;1
;0;1;44056;Caminreal;1
;0;1;44059;Cantavieja;1
;0;1;44060;Cañada de Benatanduz;1
;0;1;44061;Cañada de Verich, La;1
;0;1;44062;Cañada Vellida;1
;0;1;44063;Cañizar del Olivar;1
;0;1;44064;Cascante del Río;1
;0;1;44065;Castejón de Tornos;1
;0;1;44066;Castel de Cabra;1
;0;1;44067;Castelnou;1
;0;1;44068;Castelserás;1
;0;1;44070;Castellar, El;1
;0;1;44071;Castellote;1
;0;1;44074;Cedrillas;1
;0;1;44075;Celadas;1
;0;2;44076;Cella;2
;0;1;44077;Cerollera, La;1
;0;1;44080;Codoñera, La;1
;0;1;44082;Corbalán;1
;0;1;44084;Cortes de Aragón;1
;0;1;44085;Cosa;1
;0;1;44086;Cretas;1
;0;1;44087;Crivillén;1
;0;1;44088;Cuba, La;1
;0;1;44089;Cubla;1
;0;1;44090;Cucalón;1
;0;1;44092;Cuervo, El;1
;0;1;44093;Cuevas de Almudén;1
;0;1;44094;Cuevas Labradas;1
;0;1;44096;Ejulve;1
;0;1;44097;Escorihuela;1
;0;1;44099;Escucha;1
;0;1;44100;Estercuel;1
;0;1;44101;Ferreruela de Huerva;1
;0;1;44102;Fonfría;1
;0;1;44103;Formiche Alto;1
;0;1;44105;Fórnoles;1
;0;1;44106;Fortanete;1
;0;1;44107;Foz-Calanda;1
;0;1;44108;Fresneda, La;1
;0;1;44109;Frías de Albarracín;1
;0;1;44110;Fuenferrada;1
;0;1;44111;Fuentes Calientes;1
;0;1;44112;Fuentes Claras;1
;0;1;44113;Fuentes de Rubielos;1
;0;1;44114;Fuentespalda;1
;0;1;44115;Galve;1
;0;1;44116;Gargallo;1
;0;1;44117;Gea de Albarracín;1
;0;1;44118;Ginebrosa, La;1
;0;1;44119;Griegos;1
;0;1;44120;Guadalaviar;1
;0;1;44121;Gúdar;1
;0;2;44122;Híjar;2
;0;1;44123;Hinojosa de Jarque;1
;0;1;44124;Hoz de la Vieja, La;1
;0;1;44125;Huesa del Común;1
;0;1;44126;Iglesuela del Cid, La;1
;0;1;44127;Jabaloyas;1
;0;1;44128;Jarque de la Val;1
;0;1;44129;Jatiel;1
;0;1;44130;Jorcas;1
;0;1;44131;Josa;1
;0;1;44132;Lagueruela;1
;0;1;44133;Lanzuela;1
;0;1;44135;Libros;1
;0;1;44136;Lidón;1
;0;1;44137;Linares de Mora;1
;0;1;44138;Loscos;1
;0;1;44141;Lledó;1
;0;1;44142;Maicas;1
;0;1;44143;Manzanera;1
;0;1;44144;Martín del Río;1
;0;1;44145;Mas de las Matas;1
;0;1;44146;Mata de los Olmos, La;1
;0;1;44147;Mazaleón;1
;0;1;44148;Mezquita de Jarque;1
;0;1;44149;Mirambel;1
;0;1;44150;Miravete de la Sierra;1
;0;1;44151;Molinos;1
;0;1;44152;Monforte de Moyuela;1
;0;2;44153;Monreal del Campo;2
;0;1;44154;Monroyo;1
;0;1;44155;Montalbán;1
;0;1;44156;Monteagudo del Castillo;1
;0;1;44157;Monterde de Albarracín;1
;0;1;44158;Mora de Rubielos;1
;0;1;44159;Moscardón;1
;0;1;44160;Mosqueruela;1
;0;1;44161;Muniesa;1
;0;1;44163;Noguera de Albarracín;1
;0;1;44164;Nogueras;1
;0;1;44165;Nogueruelas;1
;0;1;44167;Obón;1
;0;1;44168;Odón;1
;0;1;44169;Ojos Negros;1
;0;1;44171;Olba;1
;0;1;44172;Oliete;1
;0;1;44173;Olmos, Los;1
;0;1;44174;Orihuela del Tremedal;1
;0;1;44175;Orrios;1
;0;1;44176;Palomar de Arroyos;1
;0;1;44177;Pancrudo;1
;0;1;44178;Parras de Castellote, Las;1
;0;1;44179;Peñarroya de Tastavins;1
;0;1;44180;Peracense;1
;0;1;44181;Peralejos;1
;0;1;44182;Perales del Alfambra;1
;0;1;44183;Pitarque;1
;0;1;44184;Plou;1
;0;1;44185;Pobo, El;1
;0;1;44187;Portellada, La;1
;0;1;44189;Pozondón;1
;0;1;44190;Pozuel del Campo;1
;0;1;44191;Puebla de Híjar, La;1
;0;1;44192;Puebla de Valverde, La;1
;0;1;44193;Puertomingalvo;1
;0;1;44194;Ráfales;1
;0;1;44195;Rillo;1
;0;1;44196;Riodeva;1
;0;1;44197;Ródenas;1
;0;1;44198;Royuela;1
;0;1;44199;Rubiales;1
;0;1;44200;Rubielos de la Cérida;1
;0;1;44201;Rubielos de Mora;1
;0;1;44203;Salcedillo;1
;0;1;44204;Saldón;1
;0;1;44205;Samper de Calanda;1
;0;1;44206;San Agustín;1
;0;1;44207;San Martín del Río;1
;0;1;44208;Santa Cruz de Nogueras;1
;0;1;44209;Santa Eulalia;1
;0;1;44210;Sarrión;1
;0;1;44211;Segura de los Baños;1
;0;1;44212;Seno;1
;0;1;44213;Singra;1
;0;1;44215;Terriente;1
;0;20;44216;Teruel;20
;0;1;44217;Toril y Masegoso;1
;0;1;44218;Tormón;1
;0;1;44219;Tornos;1
;0;1;44220;Torralba de los Sisones;1
;0;1;44221;Torrecilla de Alcañiz;1
;0;1;44222;Torrecilla del Rebollar;1
;0;1;44223;Torre de Arcas;1
;0;1;44224;Torre de las Arcas;1
;0;1;44225;Torre del Compte;1
;0;1;44226;Torrelacárcel;1
;0;1;44227;Torre los Negros;1
;0;1;44228;Torremocha de Jiloca;1
;0;1;44229;Torres de Albarracín;1
;0;1;44230;Torrevelilla;1
;0;1;44231;Torrijas;1
;0;1;44232;Torrijo del Campo;1
;0;1;44234;Tramacastiel;1
;0;1;44235;Tramacastilla;1
;0;1;44236;Tronchón;1
;0;1;44237;Urrea de Gaén;1
;0;4;44238;Utrillas;4
;0;1;44239;Valacloche;1
;0;1;44240;Valbona;1
;0;1;44241;Valdealgorfa;1
;0;1;44243;Valdecuenca;1
;0;1;44244;Valdelinares;1
;0;1;44245;Valdeltormo;1
;0;1;44246;Valderrobres;1
;0;1;44247;Valjunquera;1
;0;1;44249;Vallecillo, El;1
;0;1;44250;Veguillas de la Sierra;1
;0;1;44251;Villafranca del Campo;1
;0;1;44252;Villahermosa del Campo;1
;0;1;44256;Villanueva del Rebollar de la Sierra;1
;0;1;44257;Villar del Cobo;1
;0;1;44258;Villar del Salz;1
;0;1;44260;Villarluengo;1
;0;1;44261;Villarquemado;1
;0;1;44262;Villarroya de los Pinares;1
;0;1;44263;Villastar;1
;0;1;44264;Villel;1
;0;1;44265;Vinaceite;1
;0;1;44266;Visiedo;1
;0;1;44267;Vivel del Río Martín;1
;0;1;44268;Zoma, La;1
;0;2;45001;Ajofrín;2
;0;2;45002;Alameda de la Sagra;2
;0;1;45003;Albarreal de Tajo;1
;0;1;45004;Alcabón;1
;0;1;45005;Alcañizo;1
;0;2;45006;Alcaudete de la Jara;2
;0;1;45007;Alcolea de Tajo;1
;0;1;45008;Aldea en Cabo;1
;0;1;45009;Aldeanueva de Barbarroya;1
;0;1;45010;Aldeanueva de San Bartolomé;1
;0;1;45011;Almendral de la Cañada;1
;0;1;45012;Almonacid de Toledo;1
;0;2;45013;Almorox;2
;0;3;45014;Añover de Tajo;3
;0;1;45015;Arcicóllar;1
;0;3;45016;Argés;3
;0;1;45017;Azután;1
;0;1;45018;Barcience;1
;0;5;45019;Bargas;5
;0;2;45020;Belvís de la Jara;2
;0;2;45021;Borox;2
;0;1;45022;Buenaventura;1
;0;2;45023;Burguillos de Toledo;2
;0;1;45024;Burujón;1
;0;1;45025;Cabañas de la Sagra;1
;0;1;45026;Cabañas de Yepes;1
;0;1;45027;Cabezamesada;1
;0;3;45028;Calera y Chozas;3
;0;1;45029;Caleruela;1
;0;1;45030;Calzada de Oropesa;1
;0;2;45031;Camarena;2
;0;1;45032;Camarenilla;1
;0;1;45033;Campillo de la Jara, El;1
;0;2;45034;Camuñas;2
;0;1;45035;Cardiel de los Montes;1
;0;1;45036;Carmena;1
;0;2;45037;Carpio de Tajo, El;2
;0;3;45038;Carranque;3
;0;1;45039;Carriches;1
;0;1;45040;Casar de Escalona, El;1
;0;3;45041;Casarrubios del Monte;3
;0;1;45042;Casasbuenas;1
;0;1;45043;Castillo de Bayuela;1
;0;1;45045;Cazalegas;1
;0;2;45046;Cebolla;2
;0;2;45047;Cedillo del Condado;2
;0;1;45048;Cerralbos, Los;1
;0;1;45049;Cervera de los Montes;1
;0;1;45050;Ciruelos;1
;0;1;45051;Cobeja;1
;0;2;45052;Cobisa;2
;0;7;45053;Consuegra;7
;0;4;45054;Corral de Almaguer;4
;0;1;45055;Cuerva;1
;0;2;45056;Chozas de Canales;2
;0;1;45057;Chueca;1
;0;1;45058;Domingo Pérez;1
;0;2;45059;Dosbarrios;2
